utterance,paraphrase,list_of_slots,intent
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",For Vallianyville what rays should we expect during early Twenty Six?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Around Eastern TA what kind of ray can we see by Twenty Sixth?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Can I anticipate seeing sunlight in Plymouth when the calendar rolls up?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
What will the weather be in  East Liberty   MN ?,"Can you tell me what the weather will be like in East Liberty, MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"I'm curious about the weather forecast for East Liberty, MN.","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"Could you inform me about the expected weather conditions in East Liberty, MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"What can I expect in terms of weather in East Liberty, MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"Do you have any information on the anticipated weather for East Liberty, MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"I would like to know what the weather is going to be like in East Liberty, MN.","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"Please provide details regarding the forecasted weather in East Liberty, MN.","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"Is there any update on how the climate will change in Easr MIberty,MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"May I inquire about the upcoming atmosphere conditions for Easr MIberty,MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"Can I get an idea of what kind of climate we are expecting at Easr LIberty ,MN ?","['East Liberty || city', 'MN || state']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026","What are the cloud conditions like here on June 15th, 2026?","['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026","How is the cloud condition in this area on June 15, 2026?","['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026",Tell me about the weather in terms of clouds for this location on June fifteenth twenty-six.,"['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026",Can you describe the cloud situation here for June fifteenth of twenty-six?,"['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026","Please provide information about the clouds' state at this place on June fifteenth, two thousand and twenty-six.","['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026","What is the status of clouds here around June fifteen, twenty six?","['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026",Could you specify what to expect regarding cloud conditions at this location on June fifteen two zero two six?,"['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026",Give me details about how cloudy it will be in this area specifically for my question's date: Jun.15th/26.,"['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026","Tell me what kind of clouds we can anticipate being present at this place during June 15th, '26.","['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
"What is the  cloud  condition  here  for  June fifteenth, 2026","Can you inform us how overcast it will be here around Friendensweg Street for Jun.15., ’26?","['cloud || condition_description', 'here || current_location', 'June fifteenth, 2026 || timeRange']",GetWeather
What is the weather forecast for my  current position,Can you tell me the forecast for my current location?,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,What's the weather outlook for where I am right now?,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,Could you give me the weather prediction at my present coordinates?,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,I'd like to know what the weather will be like in my current position.,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,Please provide the forecast for where I'm currently located.,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,What can I expect in terms of weather at my current spot?,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,Tell me about the expected weather conditions at my present location.,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,May I know what kind of weather is predicted for where I'm currently situated?,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,Inform me about the anticipated meteorological conditions at my existing position.,['current position || current_location'],GetWeather
What is the weather forecast for my  current position,I'd appreciate it if you could let me know what's going on with regards to climate where I am right now.,['current position || current_location'],GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","What is the prediction for hot weather at Belle Vernon on October 6th, 2037?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","Can you tell me the forecasted temperature for October 6th, 2037 in Belle Vernon?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","Could you provide the projected SD forecast for hot weather in Belle Vernon on October 6th, 2037?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","Tell me about the expected SD forecast for hot climate at Belle Vernon on October sixth, two thousand thirty seven.","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","I'm interested to know what the anticipated SD forecast is for hot weather in Belle Vernon on Oct. sixth, twenty thirty seven.","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","Please share details about the predicted SD forecast on Oct. sixth, twenty thirty seven regarding high temperatures in Belle Vernon.","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon",Can you give me an estimate of how hot it will be in Belle Vernon according to SD forecasts on Oct. sixteenth of twenty thirty-seven?,"['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon",What's the prognosis for high temperatures at belle vernon as per sd forecasts october six th two zero three seven,"['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","I'd like to know what's being predicted by San Diego's meteorologists regarding excessive heat at “Belle Vernnon”on october seventh ,two thousand and Thirty-Seven","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
"What is the  SD  forecast for  oct. 6th, 2037  for  hot  weather at  Belle Vernon","On October sixth of Twenty-thirty-Seven , as per San Diego’s predictions; What’s written atop ‘Bellevard’ thermometer ?","['SD || state', 'oct. 6th, 2037 || timeRange', 'hot || condition_temperature', 'Belle Vernon || city']",GetWeather
want to eat somewhere  windy  in  NM,NM is the perfect place for finding an airy spot to dine at!,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Want to have lunch somewhere windy when I visit NM.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Searching for a dining spot with gusty conditions in New Mexico.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,In the mood for eating at an airy location when I'm in NM.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,I would like to dine at a place with wind in New Mexico.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,I would like to dine at a place with a breezy atmosphere in New Mexico.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Looking for a breezy location to have my meal in NM.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Desire to eat at a restaurant that is windswept while I'm in New Mexico.,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,"In NM, I'm looking for a place with some wind where I can eat.","['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,"Wanting someplace windy, preferably in NM, where I can eat my meal.","['windy || condition_description', 'NM || state']",GetWeather
Is the weather  chillier  in  Hubbardston,Does Hubbardston have cooler weather?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,Is the climate in Hubbardston colder?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,"In Hubbardston, is the temperature lower?","['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,Is it chillier in Hubbardston's weather conditions?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,Does the weather get colder in Hubbardston?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,Is it usually colder in Hubbardstein's climate?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,"In terms of temperature, is there a difference in Hubbardston's weather compared to elsewhere?","['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,"InHubbardton, does the climate become colder at times?","['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,Are temperatures cooler on averagein  Hubbarsthtn?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
Is the weather  chillier  in  Hubbardston,Can one expect chilly weather when visitingHarbbertson?,"['chillier || condition_temperature', 'Hubbardston || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek","Is the temperature going to be lower on July 21st, 2020 in HI at Gost Creek?","['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek","Can we expect colder weather on Jul.21st, 2020 in HI at Gost Creek?","['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek",Will it be chillier on July twenty-first in Hawaii at Gost Creek?,"['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek","Are the temperatures expected to drop on Jul.21st, 2020 in HI at Gost Creek?","['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek",Could the weather become colder on July twenty-first of this year in Hawaii near Gost Creek?,"['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek","Can we anticipate cooler temperatures on Jul.21st, 2020 in HI around the area of Ghost Creek?","['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek",On Julian calendar's twenty-first day month 'jul.' of year MMXX will get relatively cold and gloomy en route from HAWAIIAN islands crossing over swamped terrain known as Ghost'ly creek.,"['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek",Is it projected that there will be a decrease in temperature for jul. twenty-first two thousand and twentieth occurring within Hawaii state boundaries specifically spanning across Ghostly flowing waters called Creeks?,"['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek",In Hawaiian Islands within a location named as Ghosts-infested small river commonly known as creek is there any possibility or prediction regarding having helter-skelter freezing climate conditions expected pre-dominantly around july starting from its evening point until late night before midnight? ,"['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"Will the weather be  colder  on  jul. 21st, 2020  in  HI  in  Gost Creek","'Well! what do I know about nature,' If one were to ask opsychologically weakened person encompassing remote windy Hawaiin people residing close by nearby often flooded damp hanging gardens beautified with tropical small rivers they call creeks - Lock my words guys! On Twenty-one'st-day-month-'Julûtta-kaaléchîfi'2x²° well those bunches thinks Adjudacator clouded day with misty little poems cause mayhem feel like Gostly. Creek'n beauty hidden underneath wo-my wilderness writes wonders and miracles across the wide range of diversified readings on this climate-data growth.'","['colder || condition_temperature', 'jul. 21st, 2020 || timeRange', 'HI || state', 'Gost Creek || city']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","Can you tell me the weather forecast for Deaver, SC on May 10th?","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","I would like to know what the weather will be like in Deaver, SC on May 10th.","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","Please provide me with the weather forecast for Deaver, SC on May 10th.","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","Could you inform me about the anticipated weather conditions in Deaver, SC on May 10th?","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","What can I expect from the weather in Deaver, SC on May 10th?","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","Tell me about the projected weather forecast for Deaver, South Carolina on May 10th.","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","I'm curious to know how the weather will be in Deaver, South Carolina on May 10th.","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th","Let me know how I should prepare for the climate conditions in Deaver, South Carolina - specifically around May 1oth.","['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th",I wonder what kind of climate awaits us at our destination of choice - particularly affecting any outdoor activities we have planned near or around Dervermsville Creek and Mckelvey Flats.,"['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
"What is the weather forecast for  Deaver ,  SC  on  May 10th",Give some insight into what meteorological phenomena we may encounter between Keowee Baptist Church and New Gin Gall.,"['Deaver || city', 'SC || state', 'May 10th || timeRange']",GetWeather
Is it going to be  colder  in  Bonnie,Are lower temperatures predicted for Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Can we expect a decrease in temperature in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Is it predicted that the climate will be colder in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Will it be cooler in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Will the climate become colder in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Is Bonnie expected to experience colder weather?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Is there a forecast for cooler temperatures in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Are temperatures expected to drop in Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,Are there indications of colder weather ahead for Bonnie?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Is it going to be  colder  in  Bonnie,In Bonniem will there be a dip  In temperature?,"['colder || condition_temperature', 'Bonnie || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Can you let me know if there will be fog in Maxwell?,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Could you inform me about the possibility of foggy weather in Maxwell?,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Please tell me if the weather in Maxwell will be foggy.,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,I would like to know whether it will be foggy in Maxwell.,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,"Is there a chance of fog in Maxwell? Let me know, please.","['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,Kindly notify me if there will be any presence of fog in Maxwell.,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,"Will it possibly be partially obscured by mist or cloud cover near/inby/nearby/at (the place called) 'Maxwell', pray tell?","['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,I'm eager to find out whether it'll get misty/hazy/overcast/murky/cloudy around/get shrouded by fogginess over at precisely/by 'Maxwell'.,"['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,"Inform me, should the location known as 'Maxwell' suffer from an impediment such as haze/mist/fog I'd really appreciate knowing about such trivia...","['foggy || condition_description', 'Maxwell || city']",GetWeather
Tell me if it will be  foggy  in  Maxwell,'Pray permit that I familiarize with: Shall there manifest itself condensation enough for persistent mists for a good while on end so that one might refer invariably until reaching where referred is named simply and modgenous-'chorei'?',"['foggy || condition_description', 'Maxwell || city']",GetWeather
What is the weather forecast  here,What's the weather going to be like here?,['here || current_location'],GetWeather
What is the weather forecast  here,Can you tell me the weather forecast for this area?,['here || current_location'],GetWeather
What is the weather forecast  here,How does the weather look in this location?,['here || current_location'],GetWeather
What is the weather forecast  here,What can I expect from the weather in this place?,['here || current_location'],GetWeather
What is the weather forecast  here,Could you provide me with information on the local weather conditions?,['here || current_location'],GetWeather
What is the weather forecast  here,Tell me about the anticipated climate here.,['here || current_location'],GetWeather
What is the weather forecast  here,I'd like to know what kind of weather is expected here.,['here || current_location'],GetWeather
What is the weather forecast  here,Is there any news about how things will be like outside around here?,['here || current_location'],GetWeather
What is the weather forecast  here,Can you give me an update on what we should anticipate regarding our localized climate conditions?,['here || current_location'],GetWeather
What is the weather forecast  here,What's predicted for our area in terms of temperature and precipitation?,['here || current_location'],GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,Will the temperature be higher at 2 PM in Atlas Mongolia?,"['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,Is it going to be warmer at 14:00 in Atlas Mongolia?,"['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,Can we expect a higher temperature at fourteen o'clock in Atlas Mongolia?,"['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,"In Atlas Mongolia, will it get warmer by two o'clock?","['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,Does the temperature increase by afternoon in Atlas Mongolia?,"['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,Will there be a rise in temperature at fourteen hundred hours in Atlas Mongolia?,"['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,"Can we anticipate warmer weather at two PM in Atlas, Mongolia?","['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,"Is it expected to get hotter around two o'clock in the afternoon, specifically in Mongolian region of Altas.","['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,"By two PM will there be an increase of warmth found within Altas,Mongolia?","['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
Will it be  warmer  at  fourteen o'clock  in  Atlas   Mongolia,I want to know if it'll become hotter around 2pm (afternoon) near atlas mongolia?,"['warmer || condition_temperature', ""fourteen o'clock || timeRange"", 'Atlas || city', 'Mongolia || country']",GetWeather
What is the  humidity  at my  current position,What is the level of humidity at my current location?,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,Could you tell me the humidity at my present position?,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,I would like to know the amount of humidity where I am.,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,Please provide me with information on the humidity at my current location.,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,Can you inform me about the level of atmospheric moisture where I currently am?,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,Tell me about the humidity in my current position.,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,Could you give me details about the moisture in this area?,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,What is the degree of moisture where I am right now?,"['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,"I'm interested to know how humid it is here, can you help?","['humidity || condition_description', 'current position || current_location']",GetWeather
What is the  humidity  at my  current position,May I ask what's considered to be the humidiity value in this place?,"['humidity || condition_description', 'current position || current_location']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,What is the forecast for sunny weather in Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,Can you give me an update on the sunny conditions in Dundas Valley Conservation Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,Please inform me about the outlook for sunny weather at Dundas Valley Conservation Area.,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,I would like to know about the anticipated sunny conditions at Dundas Valley Conservation Area.,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
