utterance,paraphrase,list_of_slots,intent
I need a table for  breakfast  in  MI  at the  pizzeria,I need a breakfast table at MI in the pizzeria,"['breakfast || timeRange', 'MI || state', 'pizzeria || restaurant_type']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 p.m. in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 p.m. in Faysville.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child in Faysville at 2 p.m.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child at 2 p.m. in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my kid for 2 p.m. in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child in Faysville for 2 p.m.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my kid at 2 p.m. in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my kid in Faysville at 2 p.m.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my kid in Faysville for 2 p.m.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"I want to book a highly rated Churrascaria in ten months ""time.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"I want to book a highly rated churrascaria in ten months ""time.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria in ten months.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria in ten months.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"I would like to book a highly rated Churrascaria in ten months ""time.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"I would like to book a highly rated churrascaria in ten months ""time.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"I'd like to book a highly rated Churrascaria in ten months ""time.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I would like to book a highly rated Churrascaria in ten months.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria in ten months time.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria in ten months' time.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 people in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 people in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 persons in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 persons in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 people at Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,Need a table for 7 people in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a 7 person table in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for seven people in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight in a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight in a bar that serves Pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight people in a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight people in a bar that serves Pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight people in a bar serving pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight people in a bar serving Pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight in a bar serving pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a place for eight people in a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a place for eight people in a bar serving pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book a seat for eight people at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Klara and Yvonne Ramirez in Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Klara and Yvonne Ramirez in Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Klara and Yvonne Ramirez in Baker's keyboard lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I Need a Table for Klara and Yvonne Ramirez in Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Klara and Yvonne Ramirez at Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Klara and Yvonne Ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I Need a Table for Klara and Yvonne Ramirez at Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,Need a table for Klara and Yvonne Ramirez in Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a desk for Klara and Yvonne Ramirez in Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Clare and Yvonne Ramirez in Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I would like to book Cheese Board Collective in Poland for the first of April 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I would like to book Cheese Board Collective in Poland for April 1st, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I would like to book Cheese Board Collective in Poland for April 1st 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I would like to book Cheese Board Collective in Poland for April 1, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I would like to book Cheese Board Collective in Poland for 1st April 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I would like to book Cheese Board Collective in Poland for the first day of April 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for the first of April 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for April 1st 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I would like to book Cheese Board Collective in Poland for 1 April 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I would like to book Cheese Board Collective in Poland for the 1st of April 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Reserve a pub with burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Reserve a pub with burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Reserve a Pub with Burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Reserve a Pub With Burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a pub with burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a pub with burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a Pub with Burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Reserve a pub of burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Make a reservation for a pub with burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a pub of burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a Reservation for Eight People in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight persons in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a Reservation for Eight Persons in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for 8 people in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a Reservation for Eight in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book an eight-person reservation in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book an eight person reservation in North Dakota,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people in eleven hours for the world-class bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people in eleven hours for the first-class bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people in eleven hours for the best bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people in eleven hours for the first class bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people in eleven hours at the world-class bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book in eleven hours a reservation for eight people for the first class bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people for the world-class bakery in Mango in eleven hours,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people in eleven hours for the premium bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book in eleven hours a reservation for eight people for the first-class bakery in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book a reservation for eight people for the first-class bakery in Mango in eleven hours,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a restaurant in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a restaurant in Palau in six years!,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,"Reserve a restaurant in Palau in six years ""time","['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a restaurant in Palau in six years time,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a restaurant in Palau in six years' time,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a restaurant in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a Palau restaurant in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a restaurant in Palau in six years time,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Reserve a restaurant in Palau within six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at RingSide Steakhouse in Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at Ringside Steakhouse in Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at RingSide Steakhouse in Nevada State,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at RingSide Steakhouse in Nevada?,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at Ringside Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,"Need a table for a group of six at RingSide Steakhouse, Nevada","['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a six-person group at RingSide Steakhouse in Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a six-person group at Ringside Steakhouse in Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a group of six at the Ringside Steakhouse in Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Book spot for  7  at  NH   Theressa,Book a place for 7 people in NH Theressa,"['7 || party_size_number', 'NH || state', 'Theressa || city']",BookRestaurant
Book spot for  7  at  NH   Theressa,Book a place for 7 people at NH Theressa,"['7 || party_size_number', 'NH || state', 'Theressa || city']",BookRestaurant
Book spot for  7  at  NH   Theressa,Book a room for 7 people in NH Theressa,"['7 || party_size_number', 'NH || state', 'Theressa || city']",BookRestaurant
