utterance,paraphrase,list_of_slots,intent
I need a table for  breakfast  in  MI  at the  pizzeria,I are in MI where I find a great pizzeria to get breakfast. I need a table.,"['breakfast || timeRange', 'MI || state', 'pizzeria || restaurant_type']",BookRestaurant
I need a table for  breakfast  in  MI  at the  pizzeria,I need a table to go to pizza restaurant in MI for breakfast. They have buffets all day.,"['breakfast || timeRange', 'MI || state', 'pizzeria || restaurant_type']",BookRestaurant
I need a table for  breakfast  in  MI  at the  pizzeria,"In New York, I need to find a table at the pizzeria. I'm from Chicago and want to get a breakfast table. I also need a table at the pizzeria.","['breakfast || timeRange', 'MI || state', 'pizzeria || restaurant_type']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2pm in Faysville.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,"Book restaurant reservations for me and my child for 2 pm in Faysville, KY. I am traveling with my mother with her.","['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Reservation for 2 pm in Faysville?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,"Book a restaurant reservation for me and my child for 2 Pm in Faysville, Alabama.","['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Which restaurant would be good for 2 Pm with child in Faysville?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Can I take reservations for 2 Pm restaurant at Faysville?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 1 pm in Faysville?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Can I book a restaurant reservation for me and my child for 2 PM in Faysville?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Where is the best restaurant for class 2 children in Faysville FL?,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,"Book a restaurant reservation for me and my son for 2 Pm in Faysville, FL.","['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"I want to book a highly rated churrascaria ten months from now. I dont want anything special, but I want to learn the culture of churrascaria. I intend to book the quality in 10 months.I want it.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now. My project is a very prestigious piece of fiction.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now?,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now. So. how?,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,How do I book a highly rated churrascaria with a better plot?,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria from ten months now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria from now. I want 10 months from now. Can I have a far long waiting list?,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,What are the requirements to book a highly rated currascaria ten months from now?,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT. A single table of 7 is required.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,"I need tables for 7 in Kashegelok, VT. i have table of 8 in Kashegelok so that can I prepare my meal?","['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I want a table for 7 in Kashegelok VT. is there any table for 4 there?,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need tables for 7 in Kashegelok VT. I have 2 people with 2 adults. I would like 10 tables for 2 persons.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT. I have two chairs.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT?,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT. Is there any price?,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I want a table for 7 in Kashegelok VT. can you suggest a table with seat in backseat?,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,"Book spot for eight at a bar that serves pastelaria.com., that's about the menu..","['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,What is the best book spot at a bar serving pastelaria at $5.50?,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,"Get your own book at Bar Paleontaria - The Floating Kitchen. For eight, get your own.","['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,"As mentioned before, the restaurant at Pastellaria has a unique book stall for eight at its counter.","['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book book spot for eight at a bar that serves pastelaria.net.,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Books: A one-of-a-kind book spot at a bar that serves pastelaria. This spot will be good for two books.,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Where is the best place to sit and read at a bar called pastelaria?,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,The book spot at a bar that serves pastelaria pies for eight at 6:00. Book spot for eight for nine.,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,"At a bar serving pastelaria, a four-course book is for eight. It's really good.","['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,What are the recommended books for eight at a bar called pastelaria?,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare & yvonne ramirez in baker's keyboard lounge. They are having a variety of keyboards.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge. She is in need of tables.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I'm looking for a table for clare and yvonne Ramirez at Baker's Keyboard Lounge. I'm in my late 30s.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge. Please help?,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Clare and Yvonne Ramirez at Baker's Keyboard Lounge. I don't want them to be disappointed.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for Clare and yvonne ramirez at Baker's Keyboard Lounge. Please list all comers.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge. This is a good place to meet.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare & yvonne ramirez at Baker's Keyboard Lounge. (I live in the south). Thanks.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare & yvonne ramirez at Baker's Keyboard Lounge. I am having three.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","Will be cheese board collective in Poland in april the first, 2030?","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030.'sorry for the lack of a date'. I want to know who will be available for the workshop/exhibition. Please list some local places like Izmir.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",Will the cheese board collective ever play in Poland?,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for april the first 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book cheese board collective in Poland for april the first, 2030..","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030. I have two days left.. i can't say if I want to book for his visit... I want to book it, and want... that omne thou i should be able to be in Poland.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for April the first 2030. I will be launching it this summer.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book cheese board collective in Poland for april the first 2030. If i like cheese board collective have a show with locals I do not eat cheese board, please email me. I really cannot answer the question in Poland.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book cheese board collective in Poland for april the first, 2030. Which books do you suggest?","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
Book a reservation for a  pub  serving  burritos,"Can you have dinner at a pub that serves burritos? If so, which one and why?","['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation at the pub serving burritos!,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a restaurant serving Mexican burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Booking for a Pub Serving Burritos is quick and easy. Where can I find the best Bar Brews in your area?,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Can I book a place at a local pub that serves burritos?,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,"In a pub, book a reservation to take out burritos!","['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Can you book a reservation for a pub serving a burrito in Rioja?,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,What's a good pub to go to for burritos?,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Can you book a reservation for a pub serving burritos?,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Can you try a pub that serves burritos for dinner?,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book reservation in North Dakota for eight people?,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,How do I book a reservation for 8 people in North Dakota?,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book reservation for eight people in North Dakota and the rest of the USA?,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight in North Dakota?,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,"If you book reservations in North Dakota, you get eight reservations per class. This class is for non-serving people. What is a reservation system?","['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for 8 in North Dakota?,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation in North Dakota for a five person family (out of 12 people total). The reservation includes 14 reservations. Please note these reservations should not be booked.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,"Reservations in North Dakota are usually open to 9 people. If you are an Indian, book a reservation for eight people in North Dakota. Or maybe you are going to book them all for you?","['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,I can make reservations for 8 people in North Dakota. I can even drive outside.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Can a child reservation be made for eight adults in North Dakota (eastern or southern)?,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango. For very special taverns by arrangement for 8 for the bakery.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango?,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango!,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango. This hotel can accommodate 18 people.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery 11 hours from now in Mango?,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango. This is a great time to stay here for two meals per day.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango. Call and see reviews.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top rated bakery eleven hours from now in Mango. Mango only.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,"Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango.1 (x2,369) available now.","['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation of eight for the top-rated bakery eleven hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years years!,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book the reservation of a restaurant in Palau in six years?,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,When can I book reservations for a restaurant in Palau?,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,How could the reservation of a restaurant in Palau be conducted in a year?,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Can we book a reservation for the restaurant in Palau in two years from now?,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,How long will it take to reserve a restaurant in Palau?,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in 6 years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in 6 years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in seven years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Want a table for a party of six at the RingSide Steakhouse in the state of Wisconsin?,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Michigan?,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
