utterance,paraphrase,list_of_slots,intent
Will there be  wind  in  Hornitos   DC ?,Will there be a wind in Hornitos DC?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,Will there be a wind in Hornitos DC?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Will there be  wind  in  Hornitos   DC ?,Will there be a wind in Hornitos DC?,"['wind || condition_description', 'Hornitos || city', 'DC || state']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? Is it cold?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? Is it cold?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? Is it cold?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? Is it cold?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? How cold is it?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? How cold is it?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? How cold is it?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? How cold is it?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? Is it warm?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
Is it  warm   here   now ?,Is it warm here right now? Is it warm?,"['warm || condition_temperature', 'here || current_location', 'now || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February eighteenth, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018","What is the forecast for Roulo for foggy conditions on February 18th, 2018?","['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
"what is the forecast for  Roulo  for  foggy  conditions on  February the eighteenth, 2018",What is the forecast for Roulo for foggy conditions on February 18th 2018?,"['Roulo || city', 'foggy || condition_description', 'February the eighteenth, 2018 || timeRange']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard of snow.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
I want to eat in  Wallis and Futuna  and get a  blizzard,I want to eat in Wallis and Futuna and get a blizzard of snow.,"['Wallis and Futuna || country', 'blizzard || condition_description']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds at this current spot?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds at this current spot?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds at this current spot?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds at this current spot?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds at the current spot?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
what is the forecast  in 23 hours and seventeen seconds  at this  current spot,What is the forecast in 23 hours and seventeen seconds at the current spot?,"['in 23 hours and seventeen seconds || timeRange', 'current spot || current_location']",GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat.,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat,['Montserrat || country'],GetWeather
I need a table at a restaurant in  Montserrat,I need a table at a restaurant in Montserrat,['Montserrat || country'],GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the weather forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the weather forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the weather forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am. in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am. in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am. in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
"What is the weather forecast for  one am.  in  West Athens ,  Benin","What is the forecast for one am in West Athens, Benin?","['one am. || timeRange', 'West Athens || city', 'Benin || country']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be this afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be this afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be this afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be this afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What will the weather be afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What is the weather afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What will the weather be this  Afternoon  in  Brilliant   MI ?,What is the weather afternoon in Brilliant MI?,"['Afternoon || timeRange', 'Brilliant || city', 'MI || state']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather not far from Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather in Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  not far  from  Upper Klamath National Wildlife Refuge ?,What is the weather in Upper Klamath National Wildlife Refuge?,"['not far || spatial_relation', 'Upper Klamath National Wildlife Refuge || geographic_poi']",GetWeather
Weather in  Parc national de Nech Sar,Weather in Parc national de Nech Sar:,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,Weather in Parc national de Nech Sar:,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,Weather in Parc national de Nech Sar:,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,Weather in Parc national de Nech Sar:,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,The weather in Parc national de Nech Sar is weather-wise.,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,The weather in Parc national de Nech Sar is weather-wise.,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,The weather in Parc national de Nech Sar is weather-wise.,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,The weather in Parc national de Nech Sar is weather-wise.,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,The weather in Parc national de Nech Sar is expected to be severe.,['Parc national de Nech Sar || geographic_poi'],GetWeather
Weather in  Parc national de Nech Sar,The weather in Parc national de Nech Sar is expected to be severe.,['Parc national de Nech Sar || geographic_poi'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like in Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like in Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like in Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like in Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like on Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like on Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like on Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like on Battle Lake?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like in Battle Lake this weekend?,['Battle Lake || city'],GetWeather
What will the weather be in  Battle Lake ?,What will the weather be like in Battle Lake this weekend?,['Battle Lake || city'],GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will it be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will the temperature be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
Will it be  temperate  in the  current place ?,Will the temperature be temperate in the current place?,"['temperate || condition_temperature', 'current place || current_location']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos that is within walking distance?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o'clock in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o 'clock in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
What is the weather for  eight o'clock  in  Laos  that is  within walking distance,What is the weather for eight o 'clock in Laos?,"[""eight o'clock || timeRange"", 'Laos || country', 'within walking distance || spatial_relation']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary.,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary.,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary.,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,Tell me if it will be windy in Grizzled Squirrel Wildlife Sanctuary.,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,How will it be windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Tell me if it will it be  windy  in  Grizzled Squirrel Wildlife Sanctuary,How will it be windy in Grizzled Squirrel Wildlife Sanctuary?,"['windy || condition_description', 'Grizzled Squirrel Wildlife Sanctuary || geographic_poi']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy here on December 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
Will it be  windy   here  on  Dec. 16th ?,Will it be windy on Dec. 16th?,"['windy || condition_description', 'here || current_location', 'Dec. 16th || timeRange']",GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers today?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers today?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers today?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers today?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers this weekend?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers this weekend?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers this weekend?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers this weekend?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers for the weekend?,['Danvers || city'],GetWeather
What is the weather forecast for  Danvers,What is the weather forecast for Danvers for the weekend?,['Danvers || city'],GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing in Vananda Alaska on July 7, 2038?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing in Vananda Alaska on July 7, 2038?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
