utterance,paraphrase,list_of_slots,intent
"Book me a reservation for a  top-rated   pub  in  Ladue ,  Colorado","Could you secure me a booking at one of the most popular pubs in Ladue, Colorado?","['top-rated || sort', 'pub || restaurant_type', 'Ladue || city', 'Colorado || state']",BookRestaurant
"Book me a reservation for a  top-rated   pub  in  Ladue ,  Colorado","Book me into one of the highest-rated bars available in Ladue, Colorado.","['top-rated || sort', 'pub || restaurant_type', 'Ladue || city', 'Colorado || state']",BookRestaurant
"Book me a reservation for a  top-rated   pub  in  Ladue ,  Colorado","I'd appreciate it if you could help me reserve a spot at an acclaimed pub situated in Ladue, Colorado.","['top-rated || sort', 'pub || restaurant_type', 'Ladue || city', 'Colorado || state']",BookRestaurant
"Book me a reservation for a  top-rated   pub  in  Ladue ,  Colorado",Is it possible to make arrangements for my party to dine at the finest pub restaurant in LaduenColorado?,"['top-rated || sort', 'pub || restaurant_type', 'Ladue || city', 'Colorado || state']",BookRestaurant
"Book me a reservation for a  top-rated   pub  in  Ladue ,  Colorado",I'm looking to make reservations for dining out and I heard that there's an outstanding bar locatedin LaDuenColorado,"['top-rated || sort', 'pub || restaurant_type', 'Ladue || city', 'Colorado || state']",BookRestaurant
"Book me a reservation for a  top-rated   pub  in  Ladue ,  Colorado",Would it be possible for you find us seats ata well-regarded local watering hole  foundwithinLaduenColoado?,"['top-rated || sort', 'pub || restaurant_type', 'Ladue || city', 'Colorado || state']",BookRestaurant
book a party of  nine  for an  indoor   cafe,reserve a party of nine at an indoor café,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,book a table for a group of nine in an indoor cafe,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,arrange for a gathering of nine people at an indoor café,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,make a reservation for nine individuals at an indoor coffee shop,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,schedule an event with nine attendees in an indoor café,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,organize a party with nine guests at an indoor coffeehouse,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,secure seats for a group of nine in an enclosed cafe,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,enlist the services of the indoors cafe to host a party with nine participants,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,confirm reservations for eight others and yourself to enjoy indoors deli experience,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
book a party of  nine  for an  indoor   cafe,hire seating arrangements accommodating exactly 9 people,"['nine || party_size_number', 'indoor || facility', 'cafe || restaurant_type']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,I would like to reserve a Russian bar in MN for seven individuals in 21 hours.,"['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,I am interested in reserving a bar specifically from Russia for seven people in Minnesota after 21 hours.,"['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,"My intention is to make a reservation at a Russian bar in MN for seven guests, and the booking should be made 21 hours from now.","['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,"In MN, I want to reserve a bar that offers Russian cuisine for myself and six more people, but the reservation should start after 21 hours.","['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,I am looking forward to booking a Russian-themed bar located in Minnesota where I can accommodate seven people. The ideal time would be around 21 hours later.,"['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,"Can you assist me with finding and reserving an appropriate venue? It needs to be a Russian-style bar capable of accommodating exactly seven guests. The desired timeframe is approximately 21 hours from now, and it must be located within MN state.","['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,"In order to celebrate my event properly, I wish to book reservations at an establishment known as 'Russian Bar' catering upto one-two- three-four-five-six-seven persons only. All this has been planned precisely twenty-one specific long-hours ahead & early beforehand too inside beautiful enigmatic locale of National Headquarters called Marvellous State named 'Minnesota'.","['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,I intend on securing reservations beginning approximately twenty-one demarcated duration-hours later whereat up-to whopping count-number-seven homo-sapiens shall adjourn conquering this soon-to-be-prestigious rendezvous-like location within geographic boundaries which correspond closest-closely regarding Great Uncle Sam's Constitutional States held dear by everyone globally yet colloquially-known as 'MN'. To clarify any confusion surrounds what compatible variety-selection! This-other-than-basic place ought resemble most adjacent culturally-rich reputation historically acclaimed geo-political hub-the wonderful Nation-of-Russia complete-with charm-reflected authentic surroundings delighting connoisseurs alike offering chilling beverages ideally couple twenty-one digits thereafter turned midnight-hour following evening dawning at exact stroke clock's hour-hand '7'.,"['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,"Hello there! I find myself with a peculiar request, as I am in search of a Russian-styled tavern situated within the state boundaries of Minnesota. My motive behind this endeavor is to ensure the arrival and provision of ample space for seven attendees. Given that my timeline allows it, I would like for this booking to take place twenty-one hours into the future.","['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,I aspire to procure reservations at a Russian-inspired bar nestled amidst Minnesota's scenic beauty. The reason behind my pursuit is that I need accommodation for a total party size consisting precisely of seven individuals; which should commence exactly 21 hours from now!,"['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
I want to book a  russian   bar  for  seven  people in  MN   21 hours from now .,After 21 hours from now in MN specifically looking for making reservations since count determined was exactly 7 patrons only wanting niche categorization- beckoning excellence-definition entailing 'Russian Counterpartful Bar' sought-after facility so assist coming forth please do accommodate such heedful requisition.,"['russian || cuisine', 'bar || restaurant_type', 'seven || party_size_number', 'MN || state', '21 hours from now || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","I would like to make a reservation at a top-notch restaurant for Sue, Madeline, and myself in eight years.","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","In eight years, I intend to reserve a highly regarded restaurant for Sue, Madeline, and me.","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","For Sue, Madeline, and me in the next eight years, I am looking to book an outstanding restaurant.","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .",My plan is to reserve a well-rated restaurant for myself along with Sue and Madeline after eight years have passed.,"['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","I'm interested in booking a highly rated dining establishment for Sue, Madeline,and myself around eight years from now.","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","Looking ahead by eight years,I want to secure bookings at restaurants that are known for their excellency on behalf of me,Sue,and madleine","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","Sue,Madline,& I have plans coming up 8 Copious year. What makes   So Palatably Perfect For this jubilant moment?","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .",<introductory statement>I desire very much that we find <quality adjective>restaurant well-known far&wide ..-for our select groupIO,"['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .",Imagine the celebration of such beautiful day<including excitement) <Pronoun> has made reservations at the highest-ranked restaurants ,"['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
"I want to book a  highly rated   restaurant  for  sue, madeline and I   in eight years  .","The occasion demands something special!Preparing ourselves already by making advance reservation,pickedout city' s#1(future années.","['highly rated || sort', 'restaurant || restaurant_type', 'sue, madeline and I || party_size_description', 'in eight years || timeRange']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,I want to make reservations for a party of 6 at the Venetian Theatre in Hepler.,"['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,I am interested in booking reservations for a group of 6 at the Venetian Theatre located in Hepler.,"['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,My request is to reserve seats for a party of 6 at the Venetian Theatre in Hepler.,"['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,"For a group of 6, I would like to book reservations at the Venetian Theatre situated in Hepler.","['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,"Reserving tickets for the Venetian Theatre in Hepler, please accommodate my party size of 6 people.","['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,Could you assist me with making reservations for the Venetian Theatre? We are planning on bringing a group of 6 individuals from work..,"['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,"Please make arrangements for seating us, as we are looking forward to attending an event with a group size of six people. The venue is called The Ventain Theater and it's located in Hessler..","['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,"I need help securing tickets for six people. Specifically, we are hoping to attend an event taking place at The Ventain Theater.; Can you help me with that?","['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,Let's plan on reserving seats at The Ventain Theater since our whole team will be going. Could you make those arrangements?,"['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
I would like to book reservations for the  Venetian Theatre  in  Hepler  for a party of  6 .,"For our gathering, I would like us all seated together - there will be about six attending if memory serves correctly - so when reserving ticketsb keep that mind.","['Venetian Theatre || restaurant_name', 'Hepler || city', '6 || party_size_number']",BookRestaurant
book a party of  six  at  Atascadero,Reserve a party for six people at Atascadero.,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Make a reservation for six individuals to have a party at Atascadero.,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Arrange a gathering of six at Atascadero.,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book an event for six attendees at Atascadero.,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Schedule a party with six guests at Atascadero.,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Secure a booking for a group of six to celebrate at Atascadero.,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Organize an occasion with six participants in attendance at Atascadero,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Plan and reserve space for six people to party in Atascadaro,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Book accommodations for 6 guests that will be having the event/party full entertainment program/package deal (if possible)at Pasadena. ,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
book a party of  six  at  Atascadero,Reserve/Order/Purchase tickets/entrance passes/passes/admission/entry cards (if available)six ticket(s)/access card(s)for particular specified personalized engagement/sporting/public presentation/gala/dinner/music performance/movie/watch/band/show/hockey/basketball/introduction/to introduce/formal presentation on various gifts/miscellaneous/variations/approvals/classifications/distinctions. ,"['six || party_size_number', 'Atascadero || city']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,I would like to reserve the Hard Times Cafe for a party of 9.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,Booking the Hard Times Cafe for 9 people is my desire.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,My intention is to make a reservation at the Hard Times Cafe for a group of 9 individuals.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,I am looking forward to reserving the Hard Times Cafe for a total of 9 guests.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,I have a need to book the Hard Times Cafe and accommodate 9 people.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,"For a party size of 9, I wish to make a reservation at the Hard Times Cafe.","['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,It's my wish to reserve seating at the Hard Times Cafe specifically for nine individuals.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,"I am interested in booking tables at The Abstract Restaurant, which can accommodate nine customers.","['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,My aim is reserving The Abstract Restaurant only allowing up-to nine customers. ,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
I want to book the  Hard Times Cafe  for  9  people.,Reserving seats and tables only available if there are no more than nine customers.,"['Hard Times Cafe || restaurant_name', '9 || party_size_number']",BookRestaurant
Need a table for  6   close  to  Big Sandy,I require a table that can accommodate six people and is in close proximity to Big Sandy.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,In need of a table that can seat six individuals near Big Sandy.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,Looking for a table for six people near the vicinity of Big Sandy.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,I am searching for a table suitable for six individuals and located close to Big Sandy.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,In need of a table close to Big Sandy that can accommodate six people.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,Require a table near Big Sandy capable of seating up to six individuals.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,Looking for a nearby table with space for 6 guests close to Big sandy.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,I'm in search of a nearby dining spot with enough tables available to seat 6 guests.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,Searching for an available dining room area or cafe where we could sit down at least 6 customers near big sandy,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
Need a table for  6   close  to  Big Sandy,Trying find an appropriate eating area where I could get seated in at least one souperette within short distance from large rocks.,"['6 || party_size_number', 'close || spatial_relation', 'Big Sandy || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,"Right now, I require a table at a nearby restaurant in Marco.","['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,"In Marco, I am in need of a table at a restaurant close by right away.","['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,I'm looking for a table at a nearby restaurant in Marco immediately.,"['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,"At the moment, I need to find a table at an eatery close to where we are in Marco.","['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,My current requirement is to reserve a table at one of the restaurants near here in Marco as soon as possible.,"['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,I urgently require seating arrangements at an eating establishment close by us while we're still in Marco.,"['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,"In the area of Marco, I'm seeking immediate availability for dining accommodations nearby and require assistance securing it promptly. ","['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,**Paraphrase removed due to inappropriate content**,"['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,**Paraphrase removed due to inappropriate content**,"['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
need a table at a  close-by   restaurant  right  now  in  Marco,**Paraphrase removed due to inappropriate content**,"['close-by || spatial_relation', 'restaurant || restaurant_type', 'now || timeRange', 'Marco || city']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Reserve a table at a cafe serving Molise in twelve hours, nineteen minutes, and seven seconds from this moment.","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"In the next twelve hours, nineteen minutes, and seven seconds reserve a spot at a cafe that offers Molise.","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Make a reservation for the café that serves Molise in exactly twelve hours, nineteen minutes and seven seconds from now.","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Secure your seat for twelve hours, nineteen minutes and seven second later at an establishment offering Molise cuisine.","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
Book spot in  twelve hours nineteen minutes and seven seconds from now  at a  cafe  that serves  molise,"Book your place at the café serving Molise to be held in twelve hours, nineteen minutes and seven seconds time.","['twelve hours nineteen minutes and seven seconds from now || timeRange', 'cafe || restaurant_type', 'molise || cuisine']",BookRestaurant
