utterance,paraphrase,list_of_slots,intent
I need a table for  breakfast  in  MI  at the  pizzeria,I need a table for breakfast at the pizzeria in MI.,"['breakfast || timeRange', 'MI || state', 'pizzeria || restaurant_type']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 Pm in Faysville.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child for 2 Pm in Faysville.,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child at 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child at 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child at 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
Book a restaurant reservation for  me and my child  for  2 Pm  in  Faysville,Book a restaurant reservation for me and my child at 2 Pm in Faysville,"['me and my child || party_size_description', '2 Pm || timeRange', 'Faysville || city']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"Ten months from now, I want to book a highly rated churrascaria.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,"Ten months from now, I want to book a highly rated churrascaria.","['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
I want to book a  highly rated   churrascaria   ten months from now .,I want to book a highly rated Churrascaria ten months from now.,"['highly rated || sort', 'churrascaria || restaurant_type', 'ten months from now || timeRange']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,I need a table for 7 in Kashegelok VT.,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
i need a table for  7  in  Kashegelok   VT,i need a table for 7 in Kashegelok VT,"['7 || party_size_number', 'Kashegelok || city', 'VT || state']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,book spot for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book spot for eight at a bar that serves pastelaria.,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
book spot for  eight  at a  bar  that serves  pastelaria,Book for eight at a bar that serves pastelaria,"['eight || party_size_number', 'bar || restaurant_type', 'pastelaria || cuisine']",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge.,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
I need a table for  clare and yvonne ramirez  at  Baker's Keyboard Lounge,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge,"['clare and yvonne ramirez || party_size_description', ""Baker's Keyboard Lounge || restaurant_name""]",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for the first time in 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for the first time in 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for the first time in 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .",I want to book Cheese Board Collective in Poland for the first time in 2030.,"['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april the first, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
"I want to book  Cheese Board Collective  in  Poland  for  april the first, 2030 .","I want to book Cheese Board Collective in Poland for april, 2030.","['Cheese Board Collective || restaurant_name', 'Poland || country', 'april the first, 2030 || timeRange']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for a  pub  serving  burritos,Book a reservation for a pub serving burritos.,"['pub || restaurant_type', 'burritos || served_dish']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation for eight people in North Dakota.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation in North Dakota for eight people.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book a reservation for  eight  people in  North Dakota,Book a reservation in North Dakota for eight people.,"['eight || party_size_number', 'North Dakota || state']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery 11 hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango,Book me a reservation for eight for the top-rated bakery 11 hours from now in Mango.,"['eight || party_size_number', 'top-rated || sort', 'bakery || restaurant_type', 'eleven hours from now || timeRange', 'Mango || city']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Book a reservation for a  restaurant  in  Palau   in six years,Book a reservation for a restaurant in Palau in six years.,"['restaurant || restaurant_type', 'Palau || state', 'in six years || timeRange']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada.,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada.,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Need a table for a party of  six  at the  RingSide Steakhouse  in the state of  Nevada,Need a table for a party of six at RingSide Steakhouse in the state of Nevada,"['six || party_size_number', 'RingSide Steakhouse || restaurant_name', 'Nevada || state']",BookRestaurant
Book spot for  7  at  NH   Theressa,Book spot for 7 at NH Theressa.,"['7 || party_size_number', 'NH || state', 'Theressa || city']",BookRestaurant
Book spot for  7  at  NH   Theressa,Book spot for 7 at NH Theressa.,"['7 || party_size_number', 'NH || state', 'Theressa || city']",BookRestaurant
Book spot for  7  at  NH   Theressa,Book spot for 7 at NH Theressa.,"['7 || party_size_number', 'NH || state', 'Theressa || city']",BookRestaurant
